collage,Player,id,height,weight,born,birth_city,birth_state
University of South Florida,Curtis Kitchen,1796,206,106,1964,Cape Coral,Florida
University of Montana,Larry Krystkowiak,1797,206,99,1964,Missoula,Montana
University of Arkansas at Little Rock,Jim Lampley,1798,208,104,1960,Harrisburg,Pennsylvania
,Fernando Martin,1799,206,99,1962,Madrid,Spain
Saint Joseph's University,Maurice Martin,1800,198,90,1964,Liberty,New York
Loyola Marymount University,Forrest McKenzie,1801,201,90,1963,Camden,New Jersey
North Carolina State University,Nate McMillan,1802,196,88,1964,Raleigh,North Carolina
North Carolina State University,Cozell McQueen,1803,211,106,1962,Paris,France
University of Arkansas at Little Rock,Pete Myers,1804,198,81,1963,Mobile,Alabama
University of Richmond,Johnny Newman,1805,201,86,1963,Danville,Virginia
Texas Christian University,Dennis Nutt,1806,188,77,1963,Little Rock,Arkansas
Auburn University,Chuck Person,1807,203,99,1964,Brantley,Alabama
Pepperdine University,Dwayne Polee,1808,196,81,1963,Los Angeles,California
Villanova University,Harold Pressley,1809,201,95,1963,Bronx,New York
Georgia Institute of Technology,Mark Price,1810,183,77,1964,Bartlesville,Oklahoma
Southeastern Oklahoma State University,Dennis Rodman*,1811,201,95,1961,Trenton,New Jersey
"University of California, Irvine",Johnny Rogers,1812,208,102,1963,Fullerton,California
St. John's University,Ron Rowan,1813,196,90,1962,New Brighton,Pennsylvania
Georgia Institute of Technology,John Salley,1814,211,104,1964,Brooklyn,New York
Ohio State University,Brad Sellers,1815,213,95,1962,Warrensville Heights,Ohio
University of Alabama at Birmingham,McKinley Singleton,1816,196,79,1961,Memphis,Tennessee
Michigan State University,Scott Skiles,1817,185,81,1964,LaPorte,Indiana
Cleveland State University,Clinton Smith,1818,198,95,1964,Cleveland,Ohio
University of North Carolina,Keith Smith,1819,190,77,1965,Queens,New York
Jacksonville University,Otis Smith,1820,196,95,1964,Jacksonville,Florida
University of Michigan,Roy Tarpley,1821,211,104,1964,New York,New York
University of Louisville,Billy Thompson,1822,201,88,1963,Camden,New Jersey
University of Memphis,Andre Turner,1823,180,72,1964,Memphis,Tennessee
University of Kentucky,Kenny Walker,1824,203,95,1964,Roberta,Georgia
North Carolina State University,Chris Washburn,1825,211,102,1965,Hickory,North Carolina
Syracuse University,Pearl Washington,1826,188,86,1964,Brooklyn,New York
New Mexico State University,John Williams,1827,188,83,1951,New Haven,Connecticut
Georgetown University,David Wingate,1828,196,83,1963,Baltimore,Maryland
"University of California, Los Angeles",Brad Wright,1829,211,102,1962,Hollywood,California
Virginia Polytechnic Institute and State University,Perry Young,1830,196,95,1963,Baltimore,Maryland
Oral Roberts University,Mark Acres,1831,211,99,1962,Inglewood,California
Indiana University,Steve Alford,1832,188,83,1964,Franklin,Indiana
University of Houston,Greg Anderson,1833,208,104,1964,Houston,Texas
Niagara University,Joe Arlauckas,1834,206,104,1965,Rochester,New York
University of Memphis,Vincent Askew,1835,198,95,1966,Memphis,Tennessee
Temple University,Nate Blackwell,1836,193,77,1965,Philadelphia,Pennsylvania
Wake Forest University,Muggsy Bogues,1837,160,61,1965,Baltimore,Maryland
Kansas State University,Norris Coleman,1838,203,95,1961,Jacksonville,Florida
DePaul University,Dallas Comegys,1839,206,92,1964,Philadelphia,Pennsylvania
Texas A&M University,Winston Crite,1840,201,105,1965,Bakersfield,California
Providence College,Billy Donovan,1841,180,77,1965,Rockville Centre,New York
University of Washington,Chris Dudley,1842,188,81,1950,Harrisburg,Pennsylvania
University of Alabama,Jim Farmer,1843,193,86,1964,Dothan,Alabama
Western Kentucky University,Tellis Frank,1844,208,102,1965,Gary,Indiana
University of Iowa,Kevin Gamble,1845,196,95,1965,Springfield,Illinois
Missouri State University,Winston Garland,1846,188,77,1964,Gary,Indiana
"University of Nevada, Las Vegas",Armen Gilliam,1847,206,104,1964,Pittsburgh,Pennsylvania
Clemson University,Horace Grant,1848,208,97,1965,Augusta,Georgia
Duke University,Dave Henderson,1849,196,88,1964,Henderson,North Carolina
University of Nebraska,Dave Hoppen,1850,211,106,1964,Omaha,Nebraska
Ohio State University,Dennis Hopson,1851,196,90,1965,Toledo,Ohio
Colorado State University,Eddie Hughes,1852,178,74,1960,Greenville,Mississippi
St. John's University,Mark Jackson,1853,185,81,1965,Brooklyn,New York
"California State University, Los Angeles",Michael Jackson,1854,201,97,1949,Washington,District of Columbia
Western Kentucky University,Kannard Johnson,1855,206,99,1965,Cincinnati,Ohio
Michigan State University,Kevin Johnson,1856,203,108,1962,Tuskegee,Alabama
University of Nebraska at Kearney,Bart Kofoed,1857,193,95,1964,Omaha,Nebraska
La Salle University,Ralph Lewis,1858,198,90,1963,Philadelphia,Pennsylvania
Northeastern University,Reggie Lewis,1859,201,88,1965,Baltimore,Maryland
University of Iowa,Brad Lohaus,1860,211,104,1964,New Ulm,Minnesota
University of Alabama,Derrick McKey,1861,206,92,1966,Meridian,Mississippi
"University of California, Los Angeles",Reggie Miller*,1862,201,83,1965,Riverside,California
Loyola University of Chicago,Andre Moore,1863,206,97,1964,Chicago,Illinois
West Virginia State University,Ron Moore,1864,213,117,1962,New York,New York
Jacksonville University,Ronnie Murphy,1865,196,102,1964,Dover,Delaware
"University of California, Irvine",Tod Murphy,1866,206,99,1963,Long Beach,California
Duke University,Martin Nessley,1867,218,117,1965,Columbus,Ohio
University of Illinois at Urbana-Champaign,Ken Norman,1868,203,97,1964,Chicago,Illinois
University of Central Arkansas,Scottie Pippen*,1869,203,95,1965,Hamburg,Arkansas
University of Virginia,Olden Polynice,1870,211,99,1964,Port-au-Prince,Haiti
University of Michigan,Richard Rellford,1871,198,104,1964,Riviera Beach,Florida
University of Wisconsin,Scott Roth,1872,203,96,1963,Cleveland,Ohio
University of North Carolina at Wilmington,Brian Rowsom,1873,206,99,1965,Newark,New Jersey
University of North Carolina,Kenny Smith,1874,190,77,1965,Queens,New York
University of Montana,John Stroeder,1875,208,117,1958,Bremerton,Washington
"University of Nevada, Las Vegas",Mark Wade,1876,180,72,1965,Torrance,California
University of Louisville,Milt Wagner,1877,196,83,1963,Camden,New Jersey
Virginia Union University,Jamie Waller,1878,193,97,1964,South Boston,Virginia
Middle Tennessee State University,Duane Washington,1879,193,88,1964,Eschwege,Germany
University of Washington,Chris Welp,1880,213,111,1964,Delmenhorst,Germany
William Paterson University,Clinton Wheeler,1881,185,83,1959,Neptune,New Jersey
Pepperdine University,Eric White,1882,203,90,1965,San Francisco,California
University of Tennessee,Tony White,1883,188,77,1965,Charlotte,North Carolina
Georgetown University,Reggie Williams,1884,201,86,1964,Baltimore,Maryland
Louisiana State University,Nikita Wilson,1885,203,90,1964,Pineville,Louisiana
University of Louisville,Ricky Wilson,1886,196,90,1956,Louisville,Kentucky
University of Houston,Rickie Winslow,1887,203,102,1964,Houston,Texas
University of North Carolina,Joe Wolf,1888,211,104,1964,Kohler,Wisconsin
University of Washington,Phil Zevenbergen,1889,208,104,1964,Seattle,Washington
Florida State University,Randy Allen,1890,203,99,1965,Milton,Florida
Drexel University,Michael Anderson,1891,180,83,1966,Philadelphia,Pennsylvania
University of Georgia,Willie Anderson,1892,201,86,1967,Greenville,South Carolina
San Jose State University,Ricky Berry,1893,203,92,1964,Lansing,Michigan
University of Oklahoma,Anthony Bowie,1894,198,86,1963,Tulsa,Oklahoma
"University of California, Irvine",Scott Brooks,1895,180,74,1965,French Camp,California
Seton Hall University,Mark Bryant,1896,206,111,1965,Glen Ridge,New Jersey
Stanford University,Greg Butler,1897,211,108,1966,Inglewood,California
Gonzaga University,Mike Champion,1898,208,104,1964,Everett,Washington
University of Kentucky,Rex Chapman,1899,193,83,1967,Bowling Green,Kentucky
University of Missouri,Derrick Chievous,1900,201,88,1967,New York,New York
Old Dominion University,Mark Davis,1901,198,88,1963,Chesapeake,Virginia
,Vinny Del,1902,198,88,1963,,
University of Wyoming,Fennis Dembo,1903,196,97,1966,Mobile,Alabama
University of New Orleans,Ledell Eackles,1904,196,99,1966,Baton Rouge,Louisiana
DePaul University,Kevin Edwards,1905,190,86,1965,Cleveland Heights,Ohio
"University of California, Irvine",Wayne Englestad,1906,203,111,1966,Rosemead,California
University of Houston,Rolando Ferreira,1907,216,108,1964,Curtiba,Brazil
Georgia Institute of Technology,Duane Ferrell,1908,201,94,1965,Baltimore,Maryland
Pepperdine University,Anthony Frederick,1909,201,92,1964,Los Angeles,California
Loyola Marymount University,Corey Gaines,1910,190,88,1965,Los Angeles,California
University of Rhode Island,Tom Garrick,1911,188,83,1966,West Warwick,Rhode Island
Georgetown University,Ben Gillery,1912,213,106,1965,Detroit,Michigan
Auburn University at Montgomery,Orlando Graham,1913,203,99,1965,Montgomery,Alabama
University of New Orleans,Ron Grandison,1914,198,97,1964,Los Angeles,California
University of Michigan,Gary Grant,1915,190,83,1965,Canton,Ohio
University of Oklahoma,Harvey Grant,1916,203,88,1965,Augusta,Georgia
University of Memphis,Sylvester Gray,1917,198,104,1967,Millington,Tennessee
Iowa State University,Jeff Grayer,1918,196,90,1965,Flint,Michigan
"University of California, Los Angeles",Jack Haley,1919,208,108,1964,Long Beach,California
Bradley University,Hersey Hawkins,1920,190,86,1966,Chicago,Illinois
University of Miami,Tito Horford,1921,216,111,1966,LaRomana,Dominican Republic
Southern University and A&M College,Avery Johnson,1922,178,79,1965,New Orleans,Louisiana
University of Iowa,Bill Jones,1923,201,79,1966,Detroit,Michigan
St. John's University,Shelton Jones,1924,206,95,1966,Copaigue,New York
University of Arizona,Steve Kerr,1925,190,79,1965,Beirut,Lebanon
University of Southern Mississippi,Randolph Keys,1926,201,88,1966,Collins,Mississippi
University of Pittsburgh,Jerome Lane,1927,198,104,1966,Akron,Ohio
University of Arkansas,Andrew Lang,1928,211,111,1966,Pine Bluff,Arkansas
University of Wyoming,Eric Leckner,1929,211,120,1966,Inglewood,California
Bradley University,Jim Les,1930,180,74,1963,Niles,Illinois
University of Kentucky,Rob Lock,1931,206,102,1966,Reedley,California
Eastern Michigan University,Grant Long,1932,203,102,1966,Wayne,Michigan
Central Michigan University,Dan Majerle,1933,198,97,1965,Traverse City,Michigan
University of Kansas,Danny Manning,1934,208,104,1966,Hattiesburg,Mississippi
University of Florida,Vernon Maxwell,1935,193,81,1965,Gainesville,Florida
Purdue University,Todd Mitchell,1936,201,92,1966,Toledo,Ohio
Auburn University,Chris Morris,1937,203,95,1966,Atlanta,Georgia
"California State University, Fullerton",Richard Morton,1938,190,86,1966,San Francisco,California
Georgia Institute of Technology,Craig Neal,1939,196,74,1964,Muncie,Indiana
Oregon State University,Jose Ortiz,1940,208,102,1963,Albonito,Puerto Rico
Vanderbilt University,Will Perdue,1941,213,108,1965,Melbourne,Florida
Temple University,Tim Perry,1942,206,90,1965,Freehold,New Jersey
University of North Carolina,Dave Popson,1943,208,99,1964,Kingston,Pennsylvania
Boston College,Dominic Pressley,1944,188,77,1964,Washington,District of Columbia
Kansas State University,Mitch Richmond*,1945,196,97,1965,Fort Lauderdale,Florida
Temple University,Ramon Rivas,1946,208,117,1966,Carolina,Puerto Rico
University of Notre Dame,David Rivers,1947,183,77,1965,Jersey City,New Jersey
George Mason University,Rob Rose,1948,196,81,1964,Rochester,New York
Purdue University,Jim Rowinski,1949,203,113,1961,Long Island,New York
Syracuse University,Rony Seikaly,1950,211,104,1965,Beirut,Lebanon
North Carolina State University,Charles Shackleford,1951,208,102,1966,Kinston,North Carolina
University of Minnesota,John Shasky,1952,211,106,1964,Birmingham,Michigan
"University of California, Santa Barbara",Brian Shaw,1953,198,86,1966,Oakland,California
Indiana University,Keith Smart,1954,185,79,1964,Baton Rouge,Louisiana
University of Pittsburgh,Charles Smith,1955,208,104,1965,Bridgeport,Connecticut
Marist College,Rik Smits,1956,224,113,1966,Eindhoven,Netherlands
Oklahoma State University,John Starks,1957,190,81,1965,Tulsa,Oklahoma
Purdue University,Everette Stephens,1958,188,79,1966,Evanston,Illinois
Jacksonville University,Rod Strickland,1959,196,90,1940,Jacksonville,Florida
Austin Peay State University,Barry Sumpter,1960,211,97,1965,Brooklyn,Illinois
University of Oregon,Anthony Taylor,1961,193,79,1965,Los Angeles,California
University of Arizona,Tom Tolbert,1962,201,106,1965,Long Beach,California
University of Utah,Kelvin Upshaw,1963,188,81,1963,Chicago,Illinois
"California State University, Long Beach",Morlon Wiley,1964,193,83,1966,New Orleans,Louisiana
Lincoln University of Missouri,Micheal Williams,1965,188,82,1945,Seattle,Washington
"University of Nevada, Reno",David Wood,1966,206,102,1964,Spokane,Washington
University of Illinois at Urbana-Champaign,Nick Anderson,1967,198,92,1968,Chicago,Illinois
University of Alabama,Michael Ansley,1968,201,102,1967,Birmingham,Alabama
,B.J. Armstrong,1969,201,102,1967,,
Boston College,Dana Barros,1970,180,73,1967,Boston,Massachusetts
University of Illinois at Urbana-Champaign,Kenny Battle,1971,198,95,1964,Aurora,Illinois
University of Kentucky,Winston Bennett,1972,201,95,1965,Louisville,Kentucky
University of Oklahoma,Mookie Blaylock,1973,183,81,1967,Garland,Texas
North Carolina State University,Chucky Brown,1974,201,97,1968,New York,New York
University of Idaho,Raymond Brown,1975,203,99,1965,Atlanta,Georgia
DePaul University,Stanley Brundy,1976,198,95,1967,New Orleans,Louisiana
Texas State University,Torgeir Bryn,1977,206,113,1964,Oslo,Norway
University of North Carolina,Steve Bucknall,1978,198,97,1966,London,United Kingdom
Lamar University,Adrian Caldwell,1979,203,120,1966,Falls County,Texas
Georgia State University,Lanard Copeland,1980,198,86,1965,Atlanta,Georgia
Virginia Union University,Terry Davis,1981,206,102,1967,Danville,Virginia
University of North Carolina at Charlotte,Byron Dinkins,1982,185,77,1967,Charlotte,North Carolina
,Vlade Divac,1983,216,110,1968,Prijepolje,Serbia
Syracuse University,Sherman Douglas,1984,183,81,1966,Washington,District of Columbia
University of South Carolina,Terry Dozier,1985,206,95,1966,Baltimore,Maryland
East Carolina University,Blue Edwards,1986,193,90,1965,Washington,District of Columbia
University of Washington,Jay Edwards,1987,213,102,1955,Seattle,Washington
University of Arizona,Sean Elliott,1988,203,92,1968,Tucson,Arizona
University of Louisville,Pervis Ellison,1989,206,95,1967,Savannah,Georgia
University of Texas at San Antonio,Derrick Gervin,1990,203,90,1963,Detroit,Michigan
Trenton State University,Greg Grant,1991,170,63,1966,Trenton,New Jersey
University of Evansville,Scott Haffner,1992,190,81,1966,Terre Haute,Indiana
Georgia Institute of Technology,Tom Hammonds,1993,206,97,1967,Fort Walton,Florida
University of Texas at El Paso,Tim Hardaway,1994,183,79,1966,Chicago,Illinois
University of Northern Colorado,Mike Higgins,1995,206,99,1967,Grand Island,Nebraska
University of Iowa,Ed Horton,1996,203,104,1967,Springfield,Illinois
University of Missouri,Byron Irvin,1997,196,86,1966,LaGrange,Illinois
Georgetown University,Jaren Jackson,1998,193,86,1967,New Orleans,Louisiana
University of Nebraska,Eric Johnson,1999,188,92,1966,Brooklyn,New York
University of Tampa,Nate Johnston,2000,203,95,1966,Birmingham,Alabama
Trinity Valley Community College,Shawn Kemp,2001,208,104,1969,Elkhart,Indiana
Xavier University,Stan Kimbrough,2002,180,69,1966,Tuscaloosa,Alabama
University of Oklahoma,Stacey King,2003,211,104,1967,Lawton,Oklahoma
Vanderbilt University,Frank Kornet,2004,206,102,1967,Lexington,Kentucky
University of North Carolina,Jeff Lebo,2005,188,81,1966,Carlisle,Pennsylvania
La Salle University,Tim Legler,2006,193,90,1966,Washington,District of Columbia
University of Missouri,Gary Leonard,2007,216,113,1967,Belleville,Illinois
University of Florida,Clifford Lett,2008,190,77,1965,Pensacola,Florida
Stanford University,Todd Lichti,2009,193,92,1967,Walnut Creek,California
University of Iowa,Roy Marble,2010,198,86,1966,Flint,Michigan
,Sarunas Marciulionis*,2011,196,90,1964,Kaunas,Lithuania
Murray State University,Jeff Martin,2012,196,88,1967,Cherry Valley,Arkansas
Tennessee State University,Anthony Mason,2013,201,113,1966,Miami,Florida
Morehead State University,Bob McCann,2014,198,110,1964,Morristown,New Jersey
Purdue University,Mel McCants,2015,203,108,1967,Chicago,Illinois
Florida State University,George McCloud,2016,198,92,1967,Daytona Beach,Florida
Southern Methodist University,Carlton McKinney,2017,193,86,1964,San Diego,California
University of Illinois at Urbana-Champaign,Scott Meents,2018,208,102,1964,Kankakee,Illinois
Mercer University,Sam Mitchell,2019,198,95,1963,Columbus,Georgia
Loyola College in Maryland,Mike Morrison,2020,193,88,1967,Washington,District of Columbia
Seton Hall University,John Morton,2021,190,81,1967,Bronx,New York
University of Tennessee,Dyron Nix,2022,201,95,1967,Meridian,Mississippi
,Zarko Paspalj,2023,206,97,1966,Pljevlja,Montenegro
University of Louisville,Kenny Payne,2024,203,88,1966,Laurel,Mississippi
,Drazen Petrovic*,2025,196,88,1964,Sibenik,Croatia
Washington State University,Brian Quinnett,2026,203,106,1966,Pullman,Washington
,J.R. Reid,2027,203,106,1966,,
University of Michigan,Glen Rice,2028,201,97,1967,Jacksonville,Arkansas
"University of California, Los Angeles",Pooh Richardson,2029,185,81,1966,Philadelphia,Pennsylvania
University of Southern California,Clifford Robinson,2030,206,99,1960,Oakland,California
United States Naval Academy,David Robinson*,2031,216,106,1965,Key West,Florida
University of Tennessee,Doug Roth,2032,211,115,1967,Knoxville,Tennessee
University of Notre Dame,Donald Royal,2033,203,95,1966,New Orleans,Louisiana
Wake Forest University,Delaney Rudd,2034,188,81,1962,Halifax,North Carolina
Georgia Southern University,Jeff Sanders,2035,203,102,1966,Augusta,Georgia
University of South Alabama,Dexter Shouse,2036,188,90,1963,Terre Haute,Indiana
Brigham Young University,Michael Smith,2037,208,102,1965,Rochester,New York
Eastern Illinois University,Jay Taylor,2038,190,86,1967,Aurora,Illinois
University of California,Leonard Taylor,2039,203,99,1966,Los Angeles,California
University of Nebraska,Henry Turner,2040,188,88,1938,,
University of Notre Dame,Gary Voce,2041,206,108,1965,Jamaica,
,Alexander Volkov,2042,208,98,1964,Omsk,Russia
Villanova University,Doug West,2043,198,90,1967,Altoona,Pennsylvania
Louisiana Tech University,Randy White,2044,203,108,1967,Shreveport,Louisiana
Lincoln University of Missouri,Mike Williams,2045,188,82,1945,Seattle,Washington
Oral Roberts University,Haywoode Workman,2046,188,81,1966,Charlotte,North Carolina
Duke University,Alaa Abdelnaby,2047,208,108,1968,Cairo,Egypt
"University of California, Los Angeles",Mahmoud Abdul-Rauf,2048,188,83,1942,Wilmington,Delaware
University of Alabama,Keith Askins,2049,201,89,1967,Athens,Alabama
Tennessee Technological University,Milos Babic,2050,213,108,1968,Kraljevo,Serbia
University of North Carolina at Charlotte,Cedric Ball,2051,203,95,1968,Worcester,Massachusetts
University of Texas at Austin,Lance Blanks,2052,193,86,1966,Del Rio,Texas
Saint Louis University,Anthony Bonner,2053,203,97,1968,St. Louis,Missouri
Jacksonville University,Dee Brown,2054,185,72,1968,Jacksonville,Florida
University of Arizona,Jud Buechler,2055,198,99,1968,San Diego,California
University of Iowa,Matt Bullard,2056,208,97,1967,Des Moines,Iowa
University of Minnesota,Willie Burton,2057,203,95,1968,Detroit,Michigan
University of Kansas,Rick Calloway,2058,198,81,1966,Cincinnati,Ohio
Clemson University,Elden Campbell,2059,211,97,1968,Los Angeles,California
Temple University,Duane Causwell,2060,213,108,1968,Queens Village,New York
"California State University, Fullerton",Cedric Ceballos,2061,198,86,1969,Maui,Hawaii
University of Minnesota,Richard Coffey,2062,198,96,1965,Aurora,North Carolina
Syracuse University,Derrick Coleman,2063,208,104,1967,Mobile,Alabama
Virginia Polytechnic Institute and State University,Bimbo Coles,2064,185,81,1968,Covington,Virginia
University of Arizona,Anthony Cook,2065,206,92,1967,Los Angeles,California
Florida State University,Tony Dawson,2066,201,97,1967,Kinston,North Carolina
American International College,Mario Elie,2067,196,95,1963,New York,New York
,A.J. English,2068,196,95,1963,,
Duke University,Danny Ferry,2069,208,104,1966,Hyattsville,Maryland
University of Texas at El Paso,Greg Foster,2070,211,108,1968,Oakland,California
University of Connecticut,Tate George,2071,196,86,1968,Newark,New Jersey
University of Illinois at Urbana-Champaign,Kendall Gill,2072,196,88,1968,Chicago,Illinois
University of Mississippi,Gerald Glass,2073,196,100,1967,Greenwood,Mississippi
University of Evansville,Dan Godfread,2074,208,113,1967,Fort Wayne,Indiana
University of South Florida,Jim Grandholm,2075,213,106,1960,Elkhart,Indiana
University of New Orleans,Tony Harris,2076,190,86,1967,Monroe,Louisiana
Kansas State University,Steve Henson,2077,180,80,1968,Junction City,Kansas
University of Michigan,Sean Higgins,2078,206,92,1968,Los Angeles,California
Xavier University,Tyrone Hill,2079,206,108,1968,Cincinnati,Ohio
Ohio University,Dave Jamerson,2080,196,86,1967,Clarksburg,West Virginia
St. Mary's University,Henry James,2081,203,99,1965,Centreville,Alabama
University of Iowa,Les Jepsen,2082,213,107,1967,Bowbells,North Dakota
University of Georgia,Alec Kessler,2083,211,104,1967,Minneapolis,Minnesota
Loyola Marymount University,Bo Kimble,2084,193,86,1966,Philadelphia,Pennsylvania
University of Dayton,Negele Knight,2085,185,79,1967,Detroit,Michigan
Towson University,Kurk Lee,2086,190,86,1967,Baltimore,Maryland
University of Illinois at Urbana-Champaign,Marcus Liberty,2087,203,92,1968,Chicago,Illinois
University of Tennessee,Ian Lockhart,2088,203,108,1967,Nassau,Bahamas
University of Maryland,Tony Massenburg,2089,206,99,1967,Sussex,Virginia
University of Texas at Austin,Travis Mays,2090,188,86,1968,Ocala,Florida
University of Michigan,Terry Mills,2091,208,104,1967,Romulus,Michigan
University of Southern California,Chris Munk,2092,206,102,1967,San Francisco,California
University of Maryland,Jerrod Mustaf,2093,208,107,1969,Whiteville,North Carolina
Fordham University,Dan O'Sullivan,2094,208,113,1968,Bronx,New York
University of Alabama at Birmingham,Alan Ogg,2095,218,108,1967,Lancaster,Ohio
Georgia Institute of Technology,Brian Oliver,2096,193,95,1968,Chicago,Illinois
"University of Nevada, Las Vegas",Gerald Paddio,2097,201,92,1965,Lafayette,Louisiana
Dartmouth College,Walter Palmer,2098,216,97,1968,Ithaca,New York
Oregon State University,Gary Payton*,2099,193,81,1968,Oakland,California
University of Kansas,Kevin Pritchard,2100,190,81,1967,Bloomington,Indiana
Centenary College of Louisiana,Larry Robinson,2101,190,81,1968,Bossier City,Louisiana
University of Michigan,Rumeal Robinson,2102,188,88,1966,Mandeville,Jamaica
Purdue University,Steve Scheffler,2103,206,113,1967,Grand Rapids,Michigan
University of Florida,Dwayne Schintzius,2104,216,117,1968,Brandon,Florida
Georgia Institute of Technology,Dennis Scott,2105,203,103,1968,Hagerstown,Maryland
La Salle University,Lionel Simmons,2106,201,95,1968,Philadelphia,Pennsylvania
,Tony Smith,2107,201,95,1968,,
University of Louisville,Felton Spencer,2108,213,120,1968,Louisville,Kentucky
Florida State University,Irving Thomas,2109,203,102,1966,Brooklyn,New York
Brigham Young University,Andy Toolson,2110,198,95,1966,Chicago,Illinois
University of Michigan,Loy Vaught,2111,206,104,1968,Grand Rapids,Michigan
,Stojko Vrankovic,2112,218,117,1964,Drnis,Croatia
St. John's University,Jayson Williams,2113,206,108,1968,Ritter,South Carolina
St. John's University,Kenny Williams,2114,188,79,1961,New York,New York
University of North Carolina,Scott Williams,2115,208,104,1968,Hacienda Heights,California
"University of California, Los Angeles",Trevor Wilson,2116,201,95,1968,Los Angeles,California
Averett University,Kennard Winchester,2117,196,95,1966,Chestertown,Maryland
Austin Peay State University,Howard Wright,2118,190,83,1947,Louisville,Kentucky
,A.J. Wynder,2119,190,83,1947,,
Iowa State University,Victor Alexander,2120,206,120,1969,Detroit,Michigan
Georgia Institute of Technology,Kenny Anderson,2121,183,76,1970,Queens,New York
"University of Nevada, Las Vegas",Greg Anthony,2122,183,79,1967,Las Vegas,Nevada
"University of Nevada, Las Vegas",Stacey Augmon,2123,203,92,1968,Pasadena,California
Arizona State University,Isaac Austin,2124,208,115,1969,Gridley,California
University of Illinois at Urbana-Champaign,Steve Bardo,2125,196,86,1968,Henderson,Kentucky
University of Alabama,David Benoit,2126,203,99,1968,Lafayette,Louisiana
University of Oregon,Terrell Brandon,2127,180,81,1970,Portland,Oregon
University of Louisiana at Lafayette,Kevin Brooks,2128,198,90,1969,Beaufort,South Carolina
Slippery Rock University of Pennsylvania,Myron Brown,2129,190,81,1969,McKees Rocks,Pennsylvania
University of Idaho,Randy Brown,2130,203,99,1965,Atlanta,Georgia
University of Michigan,Demetrius Calip,2131,185,74,1969,Flint,Michigan
University of North Carolina,Pete Chilcutt,2132,208,104,1968,Sumter,South Carolina
Providence College,Marty Conlon,2133,208,101,1968,Bronx,New York
Marquette University,Tom Copa,2134,208,124,1964,Robbinsdale,Minnesota
North Carolina State University,Chris Corchiani,2135,183,83,1968,Coral Gables,Florida
Kentucky Wesleyan College,Corey Crowder,2136,196,97,1969,Carrollton,Georgia
Clemson University,Dale Davis,2137,211,104,1969,Toccoa,Georgia
University of Arizona,Bison Dele,2138,206,106,1969,Fresno,California
University of Mississippi,Patrick Eddie,2139,211,108,1967,Milwaukee,Wisconsin
St. John's University,LeRon Ellis,2140,208,95,1940,Far Rockaway,New York
University of North Carolina,Rick Fox,2141,201,104,1969,Toronto,Canada
Old Dominion University,Chris Gatling,2142,208,99,1967,Elizabeth,New Jersey
Ohio University,Paul Graham,2143,198,90,1967,Philadelphia,Pennsylvania
Iona College,Sean Green,2144,196,95,1970,Santa Monica,California
University of Houston,Carl Herrera,2145,206,97,1966,Trinidad,Trinidad and Tobago
Temple University,Donald Hodge,2146,213,104,1969,Washington,District of Columbia
North Carolina State University,Brian Howard,2147,198,92,1967,Winston-Salem,North Carolina
University of Kansas,Cedric Hunter,2148,183,81,1965,Wichita Falls,Texas
Saint Francis University,Mike Iuzzolino,2149,178,79,1968,Altoona,Pennsylvania
University of Nebraska,Rich King,2150,218,117,1969,Lincoln,Nebraska
Purdue University,Doug Lee,2151,196,90,1964,Washington,Illinois
University of New Mexico,Luc Longley,2152,218,120,1969,Melbourne,Australia
University of Minnesota,Kevin Lynch,2153,196,88,1968,Bloomington,Minnesota
Temple University,Mark Macon,2154,196,83,1969,Saginaw,Michigan
Florida State University,Tharon Mayes,2155,190,79,1968,New Haven,Connecticut
North Carolina State University,Rodney Monroe,2156,190,83,1968,Baltimore,Maryland
University of Tulsa,Tracy Moore,2157,193,90,1965,Oklahoma City,Oklahoma
Providence College,Eric Murdock,2158,185,86,1968,Somerville,New Jersey
Georgetown University,Dikembe Mutombo*,2159,218,111,1966,Kinshasa,Democratic Republic of the Congo
Purdue University,Jimmy Oliver,2160,196,92,1969,Menifee,Arkansas
Syracuse University,Billy Owens,2161,203,99,1969,Carlisle,Pennsylvania
"University of California, Los Angeles",Keith Owens,2162,201,102,1969,San Francisco,California
University of Southern California,Robert Pack,2163,188,81,1969,New Orleans,Louisiana
University of Memphis,Elliot Perry,2164,183,68,1969,Memphis,Tennessee
Southern University and A&M College,Bobby Phills,2165,196,95,1969,Baton Rouge,Louisiana
University of Kansas,Mark Randall,2166,203,106,1967,Edina,Minnesota
Louisiana State University,Stanley Roberts,2167,213,129,1970,Hopkins,South Carolina
University of Minnesota,Doug Smith,2168,188,86,1920,Minnesota,
Alcorn State University,LaBradford Smith,2169,203,97,1958,Rolling Fork,Mississippi
Michigan State University,Steve Smith,2170,201,90,1969,Highland Park,Michigan
Coppin State University,Larry Stewart,2171,203,99,1968,Philadelphia,Pennsylvania
Xavier University,Derek Strong,2172,203,99,1968,Los Angeles,California
Christopher Newport University,Lamont Strothers,2173,193,86,1968,Nansemond County,Virginia
Oral Roberts University,Greg Sutton,2174,188,77,1967,Santa Cruz,California
Eastern Michigan University,Carl Thomas,2175,193,79,1969,Dayton,Ohio
Eastern Michigan University,Charles Thomas,2176,190,79,1969,Dayton,Ohio
Syracuse University,Stephen Thompson,2177,193,83,1968,Los Angeles,California
