team1,team2,id,season,city,date,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
Delhi Daredevils,Sunrisers Hyderabad,428,2013,Hyderabad,5/4/2013,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,6,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,
Royal Challengers Bangalore,Kings XI Punjab,429,2013,Bangalore,5/14/2013,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,AC Gilchrist,M Chinnaswamy Stadium,HDPK Dharmasena,S Ravi,
Mumbai Indians,Chennai Super Kings,430,2013,Mumbai,5/5/2013,Mumbai Indians,bat,normal,0,Mumbai Indians,60,0,MG Johnson,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
Pune Warriors,Rajasthan Royals,431,2013,Jaipur,5/5/2013,Pune Warriors,bat,normal,0,Rajasthan Royals,0,5,AM Rahane,Sawai Mansingh Stadium,C Shamshuddin,RJ Tucker,
Sunrisers Hyderabad,Royal Challengers Bangalore,432,2013,Bangalore,4/9/2013,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,S Ravi,SJA Taufel,
Delhi Daredevils,Rajasthan Royals,433,2013,Jaipur,5/7/2013,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,9,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,RJ Tucker,
Mumbai Indians,Kolkata Knight Riders,434,2013,Mumbai,5/7/2013,Mumbai Indians,bat,normal,0,Mumbai Indians,65,0,SR Tendulkar,Wankhede Stadium,HDPK Dharmasena,S Ravi,
Chennai Super Kings,Sunrisers Hyderabad,435,2013,Hyderabad,5/8/2013,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",S Das,NJ Llong,
Kings XI Punjab,Rajasthan Royals,436,2013,Chandigarh,5/9/2013,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,S Ravi,
Kolkata Knight Riders,Pune Warriors,437,2013,Pune,5/9/2013,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,46,0,G Gambhir,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,
Royal Challengers Bangalore,Delhi Daredevils,438,2013,Delhi,5/10/2013,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,4,0,JD Unadkat,Feroz Shah Kotla,NJ Llong,K Srinath,
Pune Warriors,Mumbai Indians,439,2013,Pune,5/11/2013,Pune Warriors,bat,normal,0,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,
Sunrisers Hyderabad,Kings XI Punjab,440,2013,Chandigarh,5/11/2013,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali",S Das,RJ Tucker,
Royal Challengers Bangalore,Kolkata Knight Riders,441,2013,Ranchi,5/12/2013,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,JH Kallis,JSCA International Stadium Complex,NJ Llong,K Srinath,
Chennai Super Kings,Rajasthan Royals,442,2013,Jaipur,5/12/2013,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SR Watson,Sawai Mansingh Stadium,HDPK Dharmasena,CK Nandan,
Delhi Daredevils,Kings XI Punjab,443,2013,Delhi,4/23/2013,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,Harmeet Singh,Feroz Shah Kotla,VA Kulkarni,K Srinath,
Sunrisers Hyderabad,Mumbai Indians,444,2013,Mumbai,5/13/2013,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,KA Pollard,Wankhede Stadium,AK Chaudhary,SJA Taufel,
Pune Warriors,Kolkata Knight Riders,445,2013,Ranchi,5/15/2013,Kolkata Knight Riders,field,normal,0,Pune Warriors,7,0,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,
Chennai Super Kings,Delhi Daredevils,446,2013,Chennai,5/14/2013,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RJ Tucker,
Mumbai Indians,Rajasthan Royals,447,2013,Mumbai,5/15/2013,Rajasthan Royals,field,normal,0,Mumbai Indians,14,0,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani,
Royal Challengers Bangalore,Kings XI Punjab,448,2013,Chandigarh,5/6/2013,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,NJ Llong,
Sunrisers Hyderabad,Rajasthan Royals,449,2013,Hyderabad,5/17/2013,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,
Kings XI Punjab,Mumbai Indians,450,2013,Dharamsala,5/18/2013,Mumbai Indians,field,normal,0,Kings XI Punjab,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,CK Nandan,
Pune Warriors,Delhi Daredevils,451,2013,Pune,5/19/2013,Pune Warriors,bat,normal,0,Pune Warriors,38,0,LJ Wright,Subrata Roy Sahara Stadium,NJ Llong,SJA Taufel,
Royal Challengers Bangalore,Chennai Super Kings,452,2013,Bangalore,5/18/2013,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,24,0,V Kohli,M Chinnaswamy Stadium,C Shamshuddin,RJ Tucker,
Kolkata Knight Riders,Sunrisers Hyderabad,453,2013,Hyderabad,5/19/2013,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,
Chennai Super Kings,Mumbai Indians,454,2013,Delhi,5/21/2013,Chennai Super Kings,bat,normal,0,Chennai Super Kings,48,0,MEK Hussey,Feroz Shah Kotla,NJ Llong,RJ Tucker,
Sunrisers Hyderabad,Rajasthan Royals,455,2013,Delhi,5/22/2013,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,4,BJ Hodge,Feroz Shah Kotla,S Ravi,RJ Tucker,
Rajasthan Royals,Mumbai Indians,456,2013,Kolkata,5/24/2013,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,4,Harbhajan Singh,Eden Gardens,C Shamshuddin,SJA Taufel,
Mumbai Indians,Chennai Super Kings,457,2013,Kolkata,5/26/2013,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,KA Pollard,Eden Gardens,HDPK Dharmasena,SJA Taufel,
Kolkata Knight Riders,Mumbai Indians,458,2014,Abu Dhabi,4/16/2014,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium,M Erasmus,RK Illingworth,
Delhi Daredevils,Royal Challengers Bangalore,459,2014,Sharjah,4/17/2014,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,YS Chahal,Sharjah Cricket Stadium,Aleem Dar,S Ravi,
Chennai Super Kings,Kings XI Punjab,460,2014,Abu Dhabi,4/18/2014,Chennai Super Kings,bat,normal,0,Kings XI Punjab,0,6,GJ Maxwell,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,
Sunrisers Hyderabad,Rajasthan Royals,461,2014,Abu Dhabi,4/18/2014,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,
Mumbai Indians,Royal Challengers Bangalore,462,2014,,4/19/2014,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium,Aleem Dar,AK Chaudhary,
Kolkata Knight Riders,Delhi Daredevils,463,2014,,4/19/2014,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,4,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,VA Kulkarni,
Rajasthan Royals,Kings XI Punjab,464,2014,Sharjah,4/20/2014,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,GJ Maxwell,Sharjah Cricket Stadium,BF Bowden,M Erasmus,
Chennai Super Kings,Delhi Daredevils,465,2014,Abu Dhabi,4/21/2014,Chennai Super Kings,bat,normal,0,Chennai Super Kings,93,0,SK Raina,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,
Kings XI Punjab,Sunrisers Hyderabad,466,2014,Sharjah,4/22/2014,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,72,0,GJ Maxwell,Sharjah Cricket Stadium,M Erasmus,S Ravi,
Chennai Super Kings,Rajasthan Royals,467,2014,,4/23/2014,Rajasthan Royals,field,normal,0,Chennai Super Kings,7,0,RA Jadeja,Dubai International Cricket Stadium,HDPK Dharmasena,RK Illingworth,
Kolkata Knight Riders,Royal Challengers Bangalore,468,2014,Sharjah,4/24/2014,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,2,0,CA Lynn,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,
Sunrisers Hyderabad,Delhi Daredevils,469,2014,,4/25/2014,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,AJ Finch,Dubai International Cricket Stadium,M Erasmus,S Ravi,
Mumbai Indians,Chennai Super Kings,470,2014,,4/25/2014,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,7,MM Sharma,Dubai International Cricket Stadium,BF Bowden,M Erasmus,
Royal Challengers Bangalore,Rajasthan Royals,471,2014,Abu Dhabi,4/26/2014,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,PV Tambe,Sheikh Zayed Stadium,HDPK Dharmasena,C Shamshuddin,
Kings XI Punjab,Kolkata Knight Riders,472,2014,Abu Dhabi,4/26/2014,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,23,0,Sandeep Sharma,Sheikh Zayed Stadium,HDPK Dharmasena,RK Illingworth,
Mumbai Indians,Delhi Daredevils,473,2014,Sharjah,4/27/2014,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,6,M Vijay,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,
Sunrisers Hyderabad,Chennai Super Kings,474,2014,Sharjah,4/27/2014,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,5,DR Smith,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,
Royal Challengers Bangalore,Kings XI Punjab,475,2014,,4/28/2014,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,Sandeep Sharma,Dubai International Cricket Stadium,BF Bowden,S Ravi,
Rajasthan Royals,Kolkata Knight Riders,476,2014,Abu Dhabi,4/29/2014,Rajasthan Royals,bat,tie,0,Rajasthan Royals,0,0,JP Faulkner,Sheikh Zayed Stadium,Aleem Dar,AK Chaudhary,
Sunrisers Hyderabad,Mumbai Indians,477,2014,,4/30/2014,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,15,0,B Kumar,Dubai International Cricket Stadium,HDPK Dharmasena,M Erasmus,
Chennai Super Kings,Kolkata Knight Riders,478,2014,Ranchi,5/2/2014,Chennai Super Kings,bat,normal,0,Chennai Super Kings,34,0,RA Jadeja,JSCA International Stadium Complex,AK Chaudhary,NJ Llong,
Kings XI Punjab,Mumbai Indians,479,2014,Mumbai,5/3/2014,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,
Delhi Daredevils,Rajasthan Royals,480,2014,Delhi,5/3/2014,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi,
Sunrisers Hyderabad,Royal Challengers Bangalore,481,2014,Bangalore,5/4/2014,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,
Rajasthan Royals,Kolkata Knight Riders,482,2014,Ahmedabad,5/5/2014,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,10,0,PV Tambe,"Sardar Patel Stadium, Motera",NJ Llong,CK Nandan,
Delhi Daredevils,Chennai Super Kings,483,2014,Delhi,5/5/2014,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,DR Smith,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,
Mumbai Indians,Royal Challengers Bangalore,484,2014,Mumbai,5/6/2014,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,
Delhi Daredevils,Kolkata Knight Riders,485,2014,Delhi,5/7/2014,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,
Kings XI Punjab,Chennai Super Kings,486,2014,Cuttack,5/7/2014,Chennai Super Kings,field,normal,0,Kings XI Punjab,44,0,GJ Maxwell,Barabati Stadium,HDPK Dharmasena,PG Pathak,
Sunrisers Hyderabad,Rajasthan Royals,487,2014,Ahmedabad,5/8/2014,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,32,0,B Kumar,"Sardar Patel Stadium, Motera",AK Chaudhary,NJ Llong,
Kings XI Punjab,Royal Challengers Bangalore,488,2014,Bangalore,5/9/2014,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,32,0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath,
Delhi Daredevils,Sunrisers Hyderabad,489,2014,Delhi,5/10/2014,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0,8,DW Steyn,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,
Mumbai Indians,Chennai Super Kings,490,2014,Mumbai,5/10/2014,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,
Kings XI Punjab,Kolkata Knight Riders,491,2014,Cuttack,5/11/2014,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,G Gambhir,Barabati Stadium,NJ Llong,CK Nandan,
Royal Challengers Bangalore,Rajasthan Royals,492,2014,Bangalore,5/11/2014,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,0,5,JP Faulkner,M Chinnaswamy Stadium,S Ravi,RJ Tucker,
Sunrisers Hyderabad,Mumbai Indians,493,2014,Hyderabad,5/12/2014,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VA Kulkarni,
Rajasthan Royals,Chennai Super Kings,494,2014,Ranchi,5/13/2014,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,RA Jadeja,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
Royal Challengers Bangalore,Delhi Daredevils,495,2014,Bangalore,5/13/2014,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,16,0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,
Sunrisers Hyderabad,Kings XI Punjab,496,2014,Hyderabad,5/14/2014,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,PG Pathak,
Mumbai Indians,Kolkata Knight Riders,497,2014,Cuttack,5/14/2014,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,
Rajasthan Royals,Delhi Daredevils,498,2014,Ahmedabad,5/15/2014,Delhi Daredevils,field,normal,0,Rajasthan Royals,62,0,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,
Chennai Super Kings,Royal Challengers Bangalore,499,2014,Ranchi,5/18/2014,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
Sunrisers Hyderabad,Kolkata Knight Riders,500,2014,Hyderabad,5/18/2014,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,
Mumbai Indians,Rajasthan Royals,501,2014,Ahmedabad,5/19/2014,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,MEK Hussey,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,
Delhi Daredevils,Kings XI Punjab,502,2014,Delhi,5/19/2014,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,AR Patel,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,
Royal Challengers Bangalore,Sunrisers Hyderabad,503,2014,Hyderabad,5/20/2014,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,NJ Llong,
Chennai Super Kings,Kolkata Knight Riders,504,2014,Kolkata,5/20/2014,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin,
Kings XI Punjab,Mumbai Indians,505,2014,Chandigarh,5/21/2014,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,
Kolkata Knight Riders,Royal Challengers Bangalore,506,2014,Kolkata,5/22/2014,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,30,0,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,
Chennai Super Kings,Sunrisers Hyderabad,507,2014,Ranchi,5/22/2014,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,DA Warner,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
Mumbai Indians,Delhi Daredevils,508,2014,Mumbai,5/23/2014,Delhi Daredevils,field,normal,0,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,
Kings XI Punjab,Rajasthan Royals,509,2014,Chandigarh,5/23/2014,Rajasthan Royals,field,normal,0,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,
Royal Challengers Bangalore,Chennai Super Kings,510,2014,Bangalore,5/24/2014,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,
Sunrisers Hyderabad,Kolkata Knight Riders,511,2014,Kolkata,5/24/2014,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,YK Pathan,Eden Gardens,RM Deshpande,BNJ Oxenford,
Delhi Daredevils,Kings XI Punjab,512,2014,Chandigarh,5/25/2014,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,
Rajasthan Royals,Mumbai Indians,513,2014,Mumbai,5/25/2014,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,
Kolkata Knight Riders,Kings XI Punjab,514,2014,Kolkata,5/27/2014,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,
Mumbai Indians,Chennai Super Kings,515,2014,Mumbai,5/28/2014,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,
Kings XI Punjab,Chennai Super Kings,516,2014,Mumbai,5/30/2014,Chennai Super Kings,field,normal,0,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,
Kings XI Punjab,Kolkata Knight Riders,517,2014,Bangalore,6/1/2014,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
Mumbai Indians,Kolkata Knight Riders,518,2015,Kolkata,4/8/2015,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,
Chennai Super Kings,Delhi Daredevils,519,2015,Chennai,4/9/2015,Delhi Daredevils,field,normal,0,Chennai Super Kings,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
Rajasthan Royals,Kings XI Punjab,520,2015,Pune,4/10/2015,Kings XI Punjab,field,normal,0,Rajasthan Royals,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,
Chennai Super Kings,Sunrisers Hyderabad,521,2015,Chennai,4/11/2015,Chennai Super Kings,bat,normal,0,Chennai Super Kings,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
Kolkata Knight Riders,Royal Challengers Bangalore,522,2015,Kolkata,4/11/2015,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,
Delhi Daredevils,Rajasthan Royals,523,2015,Delhi,4/12/2015,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,
Kings XI Punjab,Mumbai Indians,524,2015,Mumbai,4/12/2015,Mumbai Indians,field,normal,0,Kings XI Punjab,18,0,GJ Bailey,Wankhede Stadium,AK Chaudhary,K Srinivasan,
Royal Challengers Bangalore,Sunrisers Hyderabad,525,2015,Bangalore,4/13/2015,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,
Mumbai Indians,Rajasthan Royals,526,2015,Ahmedabad,4/14/2015,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,7,SPD Smith,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,
Chennai Super Kings,Kolkata Knight Riders,527,2015,Kolkata,4/30/2015,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,AD Russell,Eden Gardens,AK Chaudhary,M Erasmus,
Kings XI Punjab,Delhi Daredevils,528,2015,Pune,4/15/2015,Kings XI Punjab,bat,normal,0,Delhi Daredevils,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,
Sunrisers Hyderabad,Rajasthan Royals,529,2015,Visakhapatnam,4/16/2015,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
Mumbai Indians,Chennai Super Kings,530,2015,Mumbai,4/17/2015,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,6,A Nehra,Wankhede Stadium,AK Chaudhary,M Erasmus,
Delhi Daredevils,Sunrisers Hyderabad,531,2015,Visakhapatnam,4/18/2015,Delhi Daredevils,bat,normal,0,Delhi Daredevils,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
Kings XI Punjab,Kolkata Knight Riders,532,2015,Pune,4/18/2015,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,AD Russell,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan,
Chennai Super Kings,Rajasthan Royals,533,2015,Ahmedabad,4/19/2015,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,AM Rahane,"Sardar Patel Stadium, Motera",AK Chaudhary,M Erasmus,
Mumbai Indians,Royal Challengers Bangalore,534,2015,Bangalore,4/19/2015,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,18,0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
Delhi Daredevils,Kolkata Knight Riders,535,2015,Delhi,4/20/2015,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,
Rajasthan Royals,Kings XI Punjab,536,2015,Ahmedabad,4/21/2015,Kings XI Punjab,field,tie,0,Kings XI Punjab,0,0,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
Sunrisers Hyderabad,Kolkata Knight Riders,537,2015,Visakhapatnam,4/22/2015,Kolkata Knight Riders,field,normal,1,Sunrisers Hyderabad,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,VA Kulkarni,
Chennai Super Kings,Royal Challengers Bangalore,538,2015,Bangalore,4/22/2015,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,27,0,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,
Delhi Daredevils,Mumbai Indians,539,2015,Delhi,4/23/2015,Mumbai Indians,field,normal,0,Delhi Daredevils,37,0,SS Iyer,Feroz Shah Kotla,SD Fry,CK Nandan,
Rajasthan Royals,Royal Challengers Bangalore,540,2015,Ahmedabad,4/24/2015,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
Mumbai Indians,Sunrisers Hyderabad,541,2015,Mumbai,4/25/2015,Mumbai Indians,bat,normal,0,Mumbai Indians,20,0,SL Malinga,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
Chennai Super Kings,Kings XI Punjab,542,2015,Chennai,4/25/2015,Chennai Super Kings,bat,normal,0,Chennai Super Kings,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",JD Cloete,C Shamshuddin,
Delhi Daredevils,Royal Challengers Bangalore,543,2015,Delhi,4/26/2015,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,
Sunrisers Hyderabad,Kings XI Punjab,544,2015,Chandigarh,4/27/2015,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,
Kolkata Knight Riders,Delhi Daredevils,545,2015,Kolkata,5/7/2015,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,13,0,PP Chawla,Eden Gardens,AK Chaudhary,M Erasmus,
Royal Challengers Bangalore,Rajasthan Royals,546,2015,Bangalore,4/29/2015,Rajasthan Royals,field,no result,0,,0,0,,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
Chennai Super Kings,Kolkata Knight Riders,547,2015,Chennai,4/28/2015,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk",RM Deshpande,VA Kulkarni,
Kings XI Punjab,Delhi Daredevils,548,2015,Delhi,5/1/2015,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,9,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi,
Mumbai Indians,Rajasthan Royals,549,2015,Mumbai,5/1/2015,Rajasthan Royals,field,normal,0,Mumbai Indians,8,0,AT Rayudu,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
Kolkata Knight Riders,Royal Challengers Bangalore,550,2015,Bangalore,5/2/2015,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
Sunrisers Hyderabad,Chennai Super Kings,551,2015,Hyderabad,5/2/2015,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,
